symbol,date,forecast_close
AXISBANK.NS,2026-05-14,3240.614812345244
AXISBANK.NS,2026-05-15,3263.2379079776874
AXISBANK.NS,2026-05-18,3292.3085189241974
AXISBANK.NS,2026-05-19,3322.010536354006
AXISBANK.NS,2026-05-20,3348.9046951988857
AXISBANK.NS,2026-05-21,3372.400401501305
AXISBANK.NS,2026-05-22,3391.431347048361
AXISBANK.NS,2026-05-25,3405.297672601897
AXISBANK.NS,2026-05-26,3414.439894313051
AXISBANK.NS,2026-05-27,3419.4362975998374
AXISBANK.NS,2026-05-28,3421.956093172208
AXISBANK.NS,2026-05-29,3421.827177416213
AXISBANK.NS,2026-06-01,3419.570395898787
AXISBANK.NS,2026-06-02,3415.848898178825
AXISBANK.NS,2026-06-03,3411.237946524285
AXISBANK.NS,2026-06-04,3406.2069929511345
AXISBANK.NS,2026-06-05,3401.054897436421
AXISBANK.NS,2026-06-08,3396.0137947166513
AXISBANK.NS,2026-06-09,3391.210225215633
AXISBANK.NS,2026-06-10,3386.8188838187925
AXISBANK.NS,2026-06-11,3382.957673378347
AXISBANK.NS,2026-06-12,3379.6654629664554
AXISBANK.NS,2026-06-15,3376.8947459393676
AXISBANK.NS,2026-06-16,3374.6792088262882
AXISBANK.NS,2026-06-17,3372.859704370654
AXISBANK.NS,2026-06-18,3371.494752119994
AXISBANK.NS,2026-06-19,3370.3694924809824
AXISBANK.NS,2026-06-22,3369.537262458194
AXISBANK.NS,2026-06-23,3368.9926635693846
AXISBANK.NS,2026-06-24,3368.736343632423
HDFCBANK.NS,2026-05-14,1022.8556731737499
HDFCBANK.NS,2026-05-15,1023.6315777702239
HDFCBANK.NS,2026-05-18,1026.8387937576572
HDFCBANK.NS,2026-05-19,1030.513976226417
HDFCBANK.NS,2026-05-20,1034.372494219533
HDFCBANK.NS,2026-05-21,1038.2865497357488
HDFCBANK.NS,2026-05-22,1041.4178494007756
HDFCBANK.NS,2026-05-25,1043.655465507225
HDFCBANK.NS,2026-05-26,1045.100196219224
HDFCBANK.NS,2026-05-27,1045.802265653998
HDFCBANK.NS,2026-05-28,1045.9698451342447
HDFCBANK.NS,2026-05-29,1045.6793114161555
HDFCBANK.NS,2026-06-01,1045.050800882811
HDFCBANK.NS,2026-06-02,1044.300091223031
HDFCBANK.NS,2026-06-03,1043.4564844428678
HDFCBANK.NS,2026-06-04,1042.5652503920246
HDFCBANK.NS,2026-06-05,1041.7142030019022
HDFCBANK.NS,2026-06-08,1040.8748874646117
HDFCBANK.NS,2026-06-09,1040.138138157181
HDFCBANK.NS,2026-06-10,1039.4677097320855
HDFCBANK.NS,2026-06-11,1038.9049123084806
HDFCBANK.NS,2026-06-12,1038.42671498846
HDFCBANK.NS,2026-06-15,1038.0239735570613
HDFCBANK.NS,2026-06-16,1037.6868347312939
HDFCBANK.NS,2026-06-17,1037.4576400019905
HDFCBANK.NS,2026-06-18,1037.2787246419666
HDFCBANK.NS,2026-06-19,1037.1594354570498
HDFCBANK.NS,2026-06-22,1037.0644848019874
HDFCBANK.NS,2026-06-23,1037.0217473380999
HDFCBANK.NS,2026-06-24,1036.9941489370503
ICICIBANK.NS,2026-05-14,1002.1694076148196
ICICIBANK.NS,2026-05-15,1023.9362252592546
ICICIBANK.NS,2026-05-18,1042.1295154553736
ICICIBANK.NS,2026-05-19,1056.5707080277134
ICICIBANK.NS,2026-05-20,1067.4759668728875
ICICIBANK.NS,2026-05-21,1075.2952484782218
ICICIBANK.NS,2026-05-22,1080.535112306672
ICICIBANK.NS,2026-05-25,1083.677958014523
ICICIBANK.NS,2026-05-26,1085.2718680731195
ICICIBANK.NS,2026-05-27,1085.7112579636814
ICICIBANK.NS,2026-05-28,1085.3577814076125
ICICIBANK.NS,2026-05-29,1084.4598861750565
ICICIBANK.NS,2026-06-01,1083.2423381157714
ICICIBANK.NS,2026-06-02,1081.9122743854168
ICICIBANK.NS,2026-06-03,1080.5572543712478
ICICIBANK.NS,2026-06-04,1079.2579877570897
ICICIBANK.NS,2026-06-05,1078.0739448362874
ICICIBANK.NS,2026-06-08,1077.0643304098048
ICICIBANK.NS,2026-06-09,1076.22176378945
ICICIBANK.NS,2026-06-10,1075.5533070725578
ICICIBANK.NS,2026-06-11,1075.0578451911279
ICICIBANK.NS,2026-06-12,1074.7128112927749
ICICIBANK.NS,2026-06-15,1074.4764168767288
ICICIBANK.NS,2026-06-16,1074.3077230178387
ICICIBANK.NS,2026-06-17,1074.2069421100095
ICICIBANK.NS,2026-06-18,1074.1749237288604
ICICIBANK.NS,2026-06-19,1074.1958445284836
ICICIBANK.NS,2026-06-22,1074.1953135437216
ICICIBANK.NS,2026-06-23,1074.1997738157224
ICICIBANK.NS,2026-06-24,1074.1990304370556
INFY.NS,2026-05-14,2205.585818110296
INFY.NS,2026-05-15,2196.580375943435
INFY.NS,2026-05-18,2187.1098658628507
INFY.NS,2026-05-19,2178.1264581190735
INFY.NS,2026-05-20,2170.2305686182226
INFY.NS,2026-05-21,2163.8132420012917
INFY.NS,2026-05-22,2158.8894776044763
INFY.NS,2026-05-25,2155.330210343167
INFY.NS,2026-05-26,2152.967615786125
INFY.NS,2026-05-27,2151.6697971156536
INFY.NS,2026-05-28,2151.1974286400655
INFY.NS,2026-05-29,2151.371712962409
INFY.NS,2026-06-01,2151.978544513804
INFY.NS,2026-06-02,2152.8824868101947
INFY.NS,2026-06-03,2154.0127022785746
INFY.NS,2026-06-04,2155.2305687351654
INFY.NS,2026-06-05,2156.436400326136
INFY.NS,2026-06-08,2157.6047556995327
INFY.NS,2026-06-09,2158.6873184095566
INFY.NS,2026-06-10,2159.6141800456207
INFY.NS,2026-06-11,2160.3782612750074
INFY.NS,2026-06-12,2160.9907562925764
INFY.NS,2026-06-15,2161.469274938463
INFY.NS,2026-06-16,2161.853328738398
INFY.NS,2026-06-17,2162.1385816010916
INFY.NS,2026-06-18,2162.328528947073
INFY.NS,2026-06-19,2162.454142856983
INFY.NS,2026-06-22,2162.5499793236486
INFY.NS,2026-06-23,2162.5993576693545
INFY.NS,2026-06-24,2162.6264361169997
ITC.NS,2026-05-14,388.3937403164018
ITC.NS,2026-05-15,388.1427606051475
ITC.NS,2026-05-18,387.9535295427213
ITC.NS,2026-05-19,387.80537821172584
ITC.NS,2026-05-20,387.6862067264519
ITC.NS,2026-05-21,387.58611424185256
ITC.NS,2026-05-22,387.5019725451548
ITC.NS,2026-05-25,387.428774431095
ITC.NS,2026-05-26,387.368656995528
ITC.NS,2026-05-27,387.3169434054962
ITC.NS,2026-05-28,387.27252897860126
ITC.NS,2026-05-29,387.23539306657403
ITC.NS,2026-06-01,387.20388380788427
ITC.NS,2026-06-02,387.1794362572364
ITC.NS,2026-06-03,387.1568264025409
ITC.NS,2026-06-04,387.1429714139558
ITC.NS,2026-06-05,387.13291570689034
ITC.NS,2026-06-08,387.1283730876821
ITC.NS,2026-06-09,387.12609145394345
ITC.NS,2026-06-10,387.12419181318364
ITC.NS,2026-06-11,387.12341750309133
ITC.NS,2026-06-12,387.1255545989461
ITC.NS,2026-06-15,387.1264424745186
ITC.NS,2026-06-16,387.1297565217137
ITC.NS,2026-06-17,387.136074892067
ITC.NS,2026-06-18,387.1410820973306
ITC.NS,2026-06-19,387.1426307175152
ITC.NS,2026-06-22,387.14051426992955
ITC.NS,2026-06-23,387.13838749820934
ITC.NS,2026-06-24,387.1389140290721
LT.NS,2026-05-14,15709.007129377685
LT.NS,2026-05-15,15739.975936111528
LT.NS,2026-05-18,15769.089389404748
LT.NS,2026-05-19,15793.144450100139
LT.NS,2026-05-20,15811.553858499974
LT.NS,2026-05-21,15824.483251954895
LT.NS,2026-05-22,15832.286492077634
LT.NS,2026-05-25,15836.356438407674
LT.NS,2026-05-26,15837.329826734494
LT.NS,2026-05-27,15835.904700178653
LT.NS,2026-05-28,15832.767270621378
LT.NS,2026-05-29,15828.856508238707
LT.NS,2026-06-01,15823.736808309797
LT.NS,2026-06-02,15818.494493718725
LT.NS,2026-06-03,15813.028461147565
LT.NS,2026-06-04,15807.831320379395
LT.NS,2026-06-05,15803.195625695866
LT.NS,2026-06-08,15798.342666435521
LT.NS,2026-06-09,15794.296382584143
LT.NS,2026-06-10,15790.495328057092
LT.NS,2026-06-11,15787.110518041067
LT.NS,2026-06-12,15784.216166673694
LT.NS,2026-06-15,15781.690734860022
LT.NS,2026-06-16,15779.563262914773
LT.NS,2026-06-17,15777.946685395204
LT.NS,2026-06-18,15777.150765658356
LT.NS,2026-06-19,15776.629115560558
LT.NS,2026-06-22,15775.913863364607
LT.NS,2026-06-23,15775.473956374917
LT.NS,2026-06-24,15775.405120073352
RELIANCE.NS,2026-05-14,6794.821887512837
RELIANCE.NS,2026-05-15,6897.321118409163
RELIANCE.NS,2026-05-18,6994.48301569093
RELIANCE.NS,2026-05-19,7079.136323922197
RELIANCE.NS,2026-05-20,7148.510873136052
RELIANCE.NS,2026-05-21,7202.582472563372
RELIANCE.NS,2026-05-22,7242.470762531826
RELIANCE.NS,2026-05-25,7269.941996089707
RELIANCE.NS,2026-05-26,7287.264875098044
RELIANCE.NS,2026-05-27,7296.5096717306005
RELIANCE.NS,2026-05-28,7299.577649679559
RELIANCE.NS,2026-05-29,7298.200083448668
RELIANCE.NS,2026-06-01,7293.905895026983
RELIANCE.NS,2026-06-02,7287.717634763394
RELIANCE.NS,2026-06-03,7280.5156505126215
RELIANCE.NS,2026-06-04,7272.833119902236
RELIANCE.NS,2026-06-05,7265.493836691574
RELIANCE.NS,2026-06-08,7258.677924039919
RELIANCE.NS,2026-06-09,7252.336346604454
RELIANCE.NS,2026-06-10,7247.112774985231
RELIANCE.NS,2026-06-11,7242.6580775413895
RELIANCE.NS,2026-06-12,7238.9170077866875
